Korpus,Family,query_id,kueri,B,GPL,exp5.1,Δ(exp5.1-B)
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.7255,0.7826,-0.1521,-0.8776
ID,multilingual-e5-base,5,perumpamaan perumpamaan,0.866,0.9487,0.0,-0.866
ID,gte-multilingual-base,21,jenis jenis manusia,0.4472,0.7071,-0.3536,-0.8008
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.3536,0.0527,-0.3354,-0.689
ID,gte-multilingual-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.527,0.6882,-0.1118,-0.6388
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.3591,0.3591,-0.1521,-0.5112
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.3162,-0.3162,-0.1581,-0.4743
ID,multilingual-e5-base,16,harta yang paling bernilai,-0.0513,0.7071,-0.4472,-0.3959
ID,gte-multilingual-base,13,berbagai jenis pemberian,0.866,0.8721,0.527,-0.339
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.6669,-0.2294,0.3354,-0.3315
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.7906,0.6156,0.527,-0.2636
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.8944,-0.1026,0.7071,-0.1873
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8944,-0.7071,0.7071,-0.1873
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.7071,0.8944,0.5643,-0.1428
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,-0.2962,-0.9177,-0.3689,-0.0727
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.1054,0.0513,0.0513,-0.0541
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.866,0.2887,0.866,0.0
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.6669,0.2635,0.7071,0.0402
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.3078,-0.3689,0.3536,0.0458
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,-0.3536,,-0.2887,0.0649
ID,gte-multilingual-base,16,harta yang paling bernilai,0.2887,0.3536,0.3591,0.0704
ID,multilingual-e5-base,10,kriteria kesucian,-0.3689,-0.7826,-0.2887,0.0802
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.866,0.7379,0.9747,0.1087
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.2294,0.2236,0.3591,0.1297
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.0,-0.7071,0.2236,0.2236
ID,gte-multilingual-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.5441,0.3078,0.7906,0.2465
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.3162,-0.3536,0.5643,0.2481
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.5643,0.4472,0.8721,0.3078
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.1026,0.7071,0.4472,0.3446
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.3536,0.3536,0.7071,0.3535
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.2236,-0.1026,0.5789,0.3553
ID,gte-multilingual-base,7,penjelasan tentang perhatian murni,0.2887,0.9747,0.6669,0.3782
ID,multilingual-e5-base,25,perasaan malu dan takut,0.4472,0.3536,0.866,0.4188
ID,multilingual-e5-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.4472,0.4617,0.8721,0.4249
ID,gte-multilingual-base,17,kewajiban seorang umat awam,-0.2236,0.3078,0.2236,0.4472
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.2052,,0.7071,0.5019
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.1622,0.3591,0.6669,0.5047
ID,gte-multilingual-base,25,perasaan malu dan takut,-0.2635,-0.866,0.3536,0.6171
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.0,0.4472,0.7071,0.7071
ID,gte-multilingual-base,10,kriteria kesucian,-0.6156,-0.7906,0.1026,0.7182
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.2052,0.7071,0.9487,0.7435
ID,multilingual-e5-base,9,jenis jenis kotoran batin,-0.1579,0.1026,0.6156,0.7735
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.0,0.3536,0.866,0.866
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,0.0,0.9487,0.8944,0.8944
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.0,0.7906,0.9747,0.9747
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,-0.527,0.7255,0.4588,0.9858
ID,multilingual-e5-base,3,apa penyebab penderitaan,-0.7071,,0.6708,1.3779
ID,gte-multilingual-base,8,manfaat pelaksaan sila,-0.6669,0.6882,0.8208,1.4877
ID,gte-multilingual-base,3,apa penyebab penderitaan,-0.7071,0.7071,0.8944,1.6015
