query_id,query,model,versi,db,rank,sutta_id,ref,author,retrieved_text,cosine_sim,grade
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,id,1,thig13.3,thig13.3:md3,anggara,"Cāpā Therī: “Jangan marah padaku, pahlawan besar! Jangan marah padaku, sang bijaksana agung! Jika engkau terbenam dalam kemarahan maka engkau tidak dapat mempertahankan kemurnian, Apalagi berlatih keras.”",0.4802,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,id,2,sn1.71,sn1.71:md3,anggara,"Sang Bhagavā: “Setelah membunuh kemarahan, seseorang tidur dengan lelap; Setelah membunuh kemarahan, seseorang tidak bersedih; Pembunuhan kemarahan, O devatā, Dengan akarnya yang beracun dan pucuknya yang bermadu: Inilah pembunuhan yang dipuji oleh para mulia, Karena setelah membunuhnya, seseorang tidak bersedih.”",0.4644,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,id,3,sn11.21,sn11.21:md3,anggara,"Sang Bhagavā: “Setelah membunuh kemarahan, seseorang tidur dengan lelap; Setelah membunuh kemarahan, seseorang tidak bersedih; Pembunuhan kemarahan, O Vāsava, Dengan akarnya yang beracun dan pucuknya yang bermadu: Inilah pembunuhan yang dipuji oleh para mulia, Karena setelah membunuhnya, seseorang tidak bersedih.”",0.4611,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,id,4,sn7.1,sn7.1:md7,anggara,"Sang Bhagavā: “Setelah membunuh kemarahan, seseorang tidur dengan lelap; Setelah membunuh kemarahan, seseorang tidak bersedih; Pembunuhan kemarahan, O brahmana, Dengan akarnya yang beracun dan pucuknya yang bermadu: Inilah pembunuhan yang dipuji oleh para mulia, Karena setelah membunuhnya, seseorang tidak bersedih.”",0.461,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp3,id,5,sn11.5,sn11.5:md6,anggara,“‘Ini adalah gagasanku sendiri Cara untuk melawan si dungu adalah: Ketika seseorang mengetahui bahwa musuhnya marah Maka ia harus dengan penuh perhatian mempertahankan kedamaian.’,0.4584,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,id,1,an7.61,an7.61:md10,anggara,"(7) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus melakukan [olah raga] berjalan mondar-mandir, mengawasi apa yang ada di belakangmu dan apa yang ada di depanmu, dengan organ-organ indriamu tertarik ke dalam dan pikiranmu ditenangkan. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.387,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,id,1,an7.61,an7.61:md7,anggara,"(4) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus menarik kedua telingamu dan menggosok bagian-bagian tubuhmu dengan tanganmu. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.3799,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,id,2,an3.74,an3.74:md2,anggara,"“Bhante, Nigaṇṭha Nātaputta mengaku maha-mengetahui dan maha-melihat dan memiliki pengetahuan dan penglihatan yang mencakup segala sesuatu, [dengan mengatakan]: ‘Ketika aku sedang berjalan, berdiri, tidur, dan terjaga, pengetahuan dan penglihatan secara konstan dan terus-menerus ada padaku.’ Ia mengajarkan penghentian kamma masa lalu dengan cara pertapaan keras dan pembongkaran jembatan dengan tidak menciptakan kamma baru. Demikianlah, melalui hancurnya kamma, maka penderitaan dihancurkan. Melalui hancurnya penderitaan, maka perasaan dihancurkan. Melalui hancurnya perasaan, maka semua penderitaan akan terkikis. Dengan cara ini, penaklukan [penderitaan] terjadi melalui pemurnian melalui pengikisan yang terlihat langsung ini. Apakah yang dijelaskan oleh Sang Bhagavā sehubungan dengan hal ini?”",0.3766,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,id,1,an7.61,an7.61:md8,anggara,"(5) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus bangkit dari dudukmu, menggosok matamu dengan air, menatap segala penjuru, dan menatap konstelasi dan bintang-bintang. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.364,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp3,id,3,dn2,dn2:md40,anggara,"‘Demikianlah, Bhagavā, Nigaṇṭha Nātaputta, ketika ditanya tentang buah dari kehidupan tanpa rumah, menjawab dengan empat pengendalian kepadaku … Aku bangkit dan pergi.",0.3608,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,id,1,sn12.23,sn12.23:md13,anggara,"“Aku mengatakan, para bhikkhu, bahwa penderitaan juga memiliki penyebab terdekat; bukan tanpa penyebab terdekat. Dan apakah penyebab terdekat bagi penderitaan? Ini harus dijawab: kelahiran.",0.7255,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,id,2,sn12.26,sn12.26:md2,anggara,"“Yang Mulia, beberapa petapa dan brahmana berpendapat bahwa penderitaan dibuat oleh diri sendiri; beberapa petapa dan brahmana berpendapat bahwa penderitaan dibuat oleh orang lain; beberapa petapa dan brahmana berpendapat bahwa penderitaan dibuat oleh diri sendiri dan orang lain; beberapa petapa dan brahmana berpendapat bahwa penderitaan terjadi secara kebetulan, dan bukan dibuat oleh diri sendiri atau orang lain. Sekarang, Yang Mulia, apakah yang dikatakan oleh Sang Bhagavā sehubungan dengan hal ini? Apakah yang Beliau ajarkan? Bagaimanakah kami harus menjawab jika kami harus mengulangi apa yang telah dikatakan oleh Sang Bhagavā dan tidak salah mewakiliNya dengan apa yang berlawanan dengan fakta? Dan bagaimanakah kami harus menjelaskan sesuai dengan Dhamma sehingga tidak ada konsekuensi logis atas jawaban kami yang dapat dijadikan dasar bagi kritikan?”",0.556,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,id,3,snp3.12,snp3.12:md19,anggara,"Genggaman adalah penyebab kelahiran kembali ke dalam kehidupan baru, Dengan hidup, seseorang mengalami penderitaan. Mereka yang dilahirkan pasti mati, Ini adalah asal-mula penderitaan.",0.5501,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,id,3,snp3.12,snp3.12:md11,anggara,"Penderitaan apapun yang muncul di dunia, Semuanya disebabkan oleh kesadaran. Dengan lenyapnya ksadaran, Maka tidak ada kemunculan penderitaan.",0.5288,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp3,id,4,sn22.19,sn22.19:md2,anggara,"“Perasaan adalah penderitaan … Persepsi adalah penderitaan … Bentukan-bentukan kehendak adalah penderitaan … Kesadaran adalah penderitaan. Penyebab dan kondisi bagi munculnya kesadaran adalah juga penderitaan. Karena kesadaran berasal-mula dari apa yang merupakan penderitaan, bagaimana mungkin ia adalah kebahagiaan?",0.5179,
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,id,1,an2.32-41,an2.32-41:md8,anggara,"“Bahkan jika seseorang menggendong ibunya di satu bahunya dan ayahnya di bahu lainnya, dan selagi ia melakukan demikian ia memiliki umur kehidupan selama seratus tahun, dan hidup selama seratus tahun; dan jika ia melayani mereka dengan cara meminyaki mereka dengan balsam, dengan cara memijat mereka, memandikan mereka, dan menggosok bagian-bagian tubuh mereka, dan mereka bahkan membuang kotoran dan air kencing mereka di sana, ia masih tetap belum cukup melakukan untuk kedua orangtuanya, juga belum membalas mereka. Bahkan jika ia mengangkat orangtuanya menjadi raja tertinggi dan penguasa di seluruh penjuru bumi ini yang berlimpah dengan tujuh pusaka, ia tetap masih belum cukup melakukan untuk kedua orangtuanya, juga belum membalas mereka. Karena alasan apakah? Orangtua adalah bantuan besar bagi anak-anak mereka; mereka membesarkan anak-anak mereka, memberi mereka makan, dan menunjukkan dunia ini kepada mereka.",0.4844,
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,id,2,mn97,mn97:md22,anggara,"“Guru Sāriputta, seorang yang demi orangtuanya berperilaku berlawanan dengan Dhamma, berperilaku tidak jujur, adalah tidak lebih baik; seorang yang demi orangtuanya berperilaku sesuai dengan Dhamma, berperilaku jujur, adalah yang lebih baik.”",0.409,
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,id,3,dn14,dn14:md22,anggara,"‘Adalah dhammatābahwa sejak seorang Bodhisatta telah memasuki rahim ibuNya, ibuNya akan, secara alami menjadi lebih berbudi, menghindari pembunuhan, dari mengambil apa yang tidak diberikan, dari melakukan hubungan seksual yang salah, dari berbohong, atau dari meminum minuman keras dan obat-obatan yang dapat melemahkan kesadaran. Ini adalah dhammatā.",0.4073,
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,id,1,an2.32-41,an2.32-41:md9,anggara,"“Tetapi, para bhikkhu, jika orangtuanya tidak berkeyakinan, ia mendorong, memantapkan, dan menegakkan mereka dalam keyakinan; jika, orangtuanya tidak bermoral, ia mendorong, memantapkan, dan menegakkan mereka dalam perilaku bermoral; jika orangtuanya adalah orang-orang kikir, ia mendorong, memantapkan, dan menegakkan mereka dalam kedermawanan; jika orangtuanya tidak bijaksana, ia mendorong, memantapkan, dan menegakkan mereka dalam kebijaksanaan: maka dengan cara demikian, ia telah cukup melakukan untuk orangtuanya, membalas mereka, dan melakukan lebih dari cukup untuk mereka.”",0.4018,
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp3,id,4,dn31,dn31:md45,anggara,"‘Ada lima cara bagi seorang putra untuk melayani ibu dan ayahnya sebagai arah timur. [Ia harus berpikir:] “Setelah disokong mereka, aku harus menyokong mereka. Aku harus melakukan tugas-tugas mereka untuk mereka. Aku harus menjaga tradisi keluarga. Aku akan layak atas warisanku. Setelah orangtuaku meninggal dunia aku akan membagikan persembahan mewakili mereka.”Dan ada lima cara oleh orangtua, yang dilayani demikian oleh putra mereka sebagai arah timur, akan membalas: mereka harus menjauhkannya dari kejahatan, mendukungnya dalam melakukan kebaikan, mengajarinya suatuketerampilan, mencarikan istri yang pantas dan, pada waktunya mewariskan warisan kepadanya. Dengan demikian arah timur telah dicakup, memberikan kedamaian dan bebas dari ketakutan di arah itu.",0.3765,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,id,1,mn23,mn23:md19,anggara,"“Brahmana adalah perumpamaan bagi Sang Tathāgata, yang sempurna dan tercerahkan sempurna. Sang bijaksana adalah perumpamaan bagi seorang bhikkhu dalam latihan yang lebih tinggi. Pisau adalah perumpamaan bagi kebijaksanaan mulia. Menggali adalah perumpamaan bagi pengerahan kegigihan.",0.4927,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,id,2,sn47.20,sn47.20:md6,anggara,"“Aku menyusun perumpamaan ini, para bhikkhu, untuk menyampaikan maknanya. Ini adalah maknanya: ‘mangkuk penuh berisi minyak’: ini adalah sebutan untuk perhatian yang diarahkan pada jasmani. Oleh karena itu, para bhikkhu, kalian harus berlatih: ‘Kami akan mengembangkan dan melatih perhatian yang diarahkan pada jasmani, menjadikannya kendaraan kami, menjadikannya landasan kami, menstabilkannya, melatih diri kami di dalamnya, dan menyempurnakannya.’ Demikianlah, para bhikkhu, kalian harus berlatih.”",0.4713,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,id,3,mn35,mn35:md40,anggara,"Kemudian Dummukha, putra Licchavi, melihat Saccaka putra Nigaṇṭha dalam keadaan demikian, berkata kepada Sang Bhagavā: “Sebuah perumpamaan muncul padaku, Guru Gotama.”",0.4669,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,id,4,an6.43,an6.43:md24,anggara,"“Perumpamaan ini, yang menyampaikan makna, diajarkan oleh Sang Bijaksana. Para nāga agung akan mengenali nāga yang diajarkan oleh sang nāga.",0.4616,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp3,id,5,mn21,mn21,blurb,"Khotbah yang penuh dengan perumpamaan yang hidup dan berkesan, tentang pentingnya kesabaran dan cinta kasih, bahkan ketika menghadapi pelecehan dan kritik. Sang Buddha mengakhiri dengan perumpamaan gergaji, salah satu perumpamaan paling mengesankan yang dapat ditemukan dalam Keranjang Khotbah.",0.4609,
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,id,1,an2.151-162,an2.151-162:md2,anggara,"“Para bhikkhu, ada dua jenis kemurahan hati ini. Apakah dua ini? Kemurahan hati dengan benda-benda materi dan kemurahan hati dengan Dhamma. Ini adalah kedua jenis kemurahan hati itu. Di antara kedua jenis kemurahan hati ini, kemurahan hati dengan Dhamma adalah yang terunggul.”",0.6712,
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,id,2,an3.121,an3.121:md2,anggara,"(1) “Dan apakah kemurnian jasmani? Di sini, seorang bhikkhu menghindari membunuh, menghindari mengambil apa yang tidak diberikan, dan menghindari perbuatan seksual yang salah. Ini disebut kemurnian jasmani.",0.471,
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,id,3,an3.120,an3.120:md2,anggara,"(1) “Dan apakah kemurnian jasmani? Di sini, seseorang menghindari pembunuhan, menghindari mengambil apa yang tidak diberikan, dan menghindari perbuatan seksual yang salah. Ini disebut kemurnian jasmani.",0.4592,
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,id,3,an3.120,an3.120:md4,anggara,"(3) “Dan apakah kemurnian pikiran? Di sini, seseorang adalah tanpa kerinduan, tanpa niat buruk, dan menganut pandangan benar. Ini disebut kemurnian pikiran.",0.4464,
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp3,id,4,dn33,dn33:md99,anggara,"‘Tiga kemurnian: jasmani, ucapan, pikiran ( kāya-socceyyaṁ, vacī socceyyaṁ, mano-socceyyaṁ.",0.4331,
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,id,1,an3.121,an3.121:md7,anggara,"Murni dalam jasmani, murni dalam ucapan, murni dalam pikiran, tanpa noda: mereka disebut yang murni, sempurna dalam kemurnian, “seorang yang telah mencuci kejahatan.”",0.4597,
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,id,2,snp2.6,snp2.6:md10,anggara,"Kemudian menjalani hidup murni dengan yang murni Kalian harus berdiam dengan perhatian, Hidup dengan rukun, cerdas— Maka kalian akan sampai pada akhir dukkha.",0.4573,
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,id,3,dn33,dn33:md179,anggara,"‘Lima Alam Murni ( suddhāvāsā ): Aviha, Tanpa Kekhawatiran ( Attappā ), Terlihat Jelas ( Suddasā ), Berpandangan Jelas ( Sudassī ), Tanpa Bandingan ( Akaniṭṭhā ).",0.4404,
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,id,4,snp3.11,snp3.11:md9,anggara,"Kegembiraan dan sukacita luar biasa memenuhi pikiran Asita Melihat pangeran kecil ini, yang cerah bagaikan lidah api, Murni bagaikan raja bulan memimpin bintang-bintang di angkasa, Berkilau bagaikan matahari pada hari-hari musim gugur tanpa awan.",0.4312,
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp3,id,5,an7.58,an7.58:md6,anggara,"(4) “Para bhikkhu, Sang Tathāgata adalah seorang yang penghidupanNya murni, tidak ada penghidupan salah pada Sang Tathāgata yang perlu Beliau sembunyikan, [dengan berpikir]: ‘Agar tidak ada orang yang mengetahui hal ini sehubungan denganKu.’",0.4248,
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,id,1,pv32,pv32,blurb,Menjaga sila bahkan untuk waktu yang singkat akan memberikan manfaat.,0.3677,
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,id,2,an3.66,an3.66:md31,anggara,"“Demikianlah, Sāḷha, ketika kami berkata: ‘Marilah, Sāḷha, jangan menuruti tradisi lisan … Tetapi ketika engkau mengetahui untuk dirimu sendiri: “Hal-hal ini adalah bermanfaat; hal-hal ini adalah tidak tercela; hal-hal ini dipuji oleh para bijaksana; hal-hal ini, jika dijalankan dan dipraktikkan, akan mengarah menuju kesejahteraan dan kebahagiaan,” maka engkau harus hidup sesuai dengannya,’ adalah karena alasan ini maka hal ini dikatakan.",0.3449,
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,id,3,an4.28,an4.28:md6,anggara,"“Ini, para bhikkhu, adalah keempat silsilah mulia itu, yang primitif, telah ada sejak lama, tradisional, kuno, tidak palsu dan belum pernah dipalsukan, yang tidak sedang dipalsukan dan tidak akan dipalsukan, yang tidak disangkal oleh para petapa dan brahmana bijaksana.",0.341,
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,id,4,sn7.9,sn7.9:md8,anggara,Sang Bhagavā: “Makanan yang diperoleh setelah syair-syair dilantunkan … syair = 636–37 … Karena Beliau adalah ladang bagi ia yang mencari jasa.”,0.3331,
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp3,id,5,mn92,mn92:md26,anggara,Sela,0.3328,
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,id,1,mn2,mn2,blurb,"Berbagai masalah perjalanan spiritual menuntut tanggapan yang beragam pula. Alih-alih menerapkan solusi yang sama untuk setiap masalah, Sang Buddha menguraikan tujuh metode untuk mengatasi kekotoran batin, yang masing-masing efektif dalam kasus-kasus tertentu.",0.5642,
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,id,2,mn129,mn129:md27,anggara,"“Ada binatang-binatang yang memakan kotoran. Binatang-binatang itu mencium bau kotoran dari kejauhan dan mendatanginya, dengan berpikir: ‘Kami bisa makan, kami bisa makan!’ Seperti halnya para brahmana yang mendatangi aroma suatu pengorbanan, dengan berpikir: ‘Kami bisa makan di sini, kami bisa makan di sini!’ demikian pula binatang-binatang yang memakan kotoran ini mencium kotoran dari kejauhan dan mendatanginya, dengan berpikir: ‘Kami bisa makan di sini, kami bisa makan di sini!’ Dan binatang-binatang apakah yang memakan kotoran? Unggas, babi, anjing, dan serigala, dan binatang-binatang lain semacam itu. Seorang dungu yang sebelumnya bersenang dalam rasa kecapan di sini dan melakukan perbuatan jahat di sini, ketika hancurnya jasmani, setelah kematian, akan muncul kembali di tengah-tengah binatang-binatang pemakan kotoran itu.",0.5559,
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,id,3,mn7,mn7,blurb,"Berbagai jenis ketidakmurnian yang mengotori batin diumpamakan seperti kain kotor. Ketika batin bersih, kita menemukan kegembiraan (<i lang='pi' translate='no'>pāmojja</i>) yang mengarah ke keadaan kesadaran yang lebih tinggi. Akhirnya, Sang Buddha menolak gagasan Brahmanis bahwa kesucian berasal dari aktivitas mandi di sungai suci.",0.5146,
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,id,4,thig13.5,thig13.5:md11,karniawan,"Bukanlah karena emas, apakah dicetak atau tidak, Kekotoran batin itu berakhir. Kenikmatan indria adalah musuh dan pembunuh, Kekuatan permusuhan yang mengikatmu kepada duri.",0.513,
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp3,id,5,mn10,mn10:md16,anggara,"“Kemudian, seorang bhikkhu memeriksa jasmani yang sama ini dari telapak kaki ke atas dan dari ujung rambut ke bawah, terbungkus oleh kulit, sebagai dipenuhi kotoran: ‘Di dalam jasmani ini terdapat rambut kepala, bulu badan, kuku, gigi, kulit, daging, urat, tulang, sumsum, ginjal, jantung, hati, sekat rongga dada, limpa, paru-paru, usus, selaput pengikat organ dalam tubuh, isi perut, tinja, empedu, dahak, nanah, darah, keringat, lemak, air mata, minyak, ludah, ingus, cairan sendi, dan air kencing.’ Bagaikan ada sebuah karung, yang terbuka di kedua ujungnya, penuh dengan berbagai jenis biji-bijian seperti beras-gunung, beras merah, kacang buncis, kacang polong, milet, dan beras putih, dan seorang yang berpenglihatan baik membuka karung itu dan memeriksanya: ‘Ini adalah beras-gunung, Ini adalah beras-merah, Ini adalah kacang buncis, Ini adalah kacang polong, Ini adalah milet, ini adalah beras putih’; demikian pula seorang bhikkhu memeriksa jasmani ini … sebagai dipenuhi kotoran: ‘Di dalam jasmani ini terdapat rambut kepala … dan air kencing.’",0.5085,
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,id,1,dn16,dn16:md215,anggara,"‘Suatu ketika, Ānanda, Raja Mahāsudassana adalah seorang raja pemutar-roda, raja yang adil dan jujur, yang telah menaklukkan wilayah di empat penjuru dan memastikan keamanan wilayahnya, dan yang memiliki tujuh pusaka. Dan, Ānanda, Raja Mahāsudassana ini membangun Kusinārā ini, dengan nama Kusāvatī, sebagai ibukota kerajaannya. Dan luasnya dua belas yojana dari timur ke barat, dan tujuh yojana dari utara ke selatan. Kusāvatī adalah negeri yang kaya, makmur dan berpenduduk banyak, ramai oleh penduduk dan memiliki banyak persediaan makanan. Bagaikan kota-dewa Āḷakamanda yang kaya, makmur dan berpenduduk banyak, ramai oleh yakkha dan memiliki banyak persediaan makanan, demikian pula kota kerajaan Kusāvatī. Dan kota Kusāvatī tidak pernah sepi dari sepuluh suara siang dan malam: suara gajah, kuda, kereta, genderang-bernada, genderang-samping, kecapi, nyanyian, simbal dan gong, dan teriakan, “Makan, minum dan bergembiralah” sebagai yang kesepuluh.",0.4369,
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,id,2,dn17,dn17:md3,anggara,"‘Ānanda, jangan menyebut tempat ini kota kecil yang menyedihkan dan dengan ranting pohon berserakan ini, di tengah hutan, di tempat yang jauh dari mana-mana! Suatu ketika, Ānanda, Raja Mahāsudassana adalah seorang raja pemutar-roda, raja yang adil dan jujur, yang telah menaklukkan wilayah di empat penjuru dan memastikan keamanan wilayahnya. Dan Raja Mahāsudassana ini membangun Kusinārā ini, dengan nama Kusāvatī, sebagai ibukota kerajaannya. Dan luasnya dua belas yojana dari timur ke barat, dan tujuh yojana dari utara ke selatan. Kusāvatī adalah negeri yang kaya, makmur dan berpenduduk banyak, ramai oleh penduduk dan memiliki banyak persediaan makanan. Bagaikan kota dewa Āḷakamandā yang kaya … (seperti Sutta 16, paragraf 5.18) , demikian pula kota kerajaan Kusāvatī. Dan kota Kusāvatī tidak pernah sepi dari sepuluh suara siang dan malam: suara gajah, kuda, kereta, genderang-bernada, genderang-samping, kecapi, nyanyian, simbal dan gong, dan teriakan, “Makan, minum dan bergembiralah” sebagai yang kesepuluh.",0.4325,
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,id,1,dn16,dn16:md156,anggara,"‘Seandainya seorang bhikkhu mengatakan: “Di tempat-tempat ini terdapat banyak bhikkhu senior yang terpelajar, pewaris tradisi, yang mengetahui Dhamma, disiplin, peraturan-peraturan …” (seperti paragraf 4.8) . Ini adalah kriteria ketiga.",0.3638,
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,id,3,dn33,dn33:md167,anggara,"‘Lima jenis kekikiran ( macchariyāni ): sehubungan dengan tempat tinggal, keluarga, perolehan, kecantikan ( vaṇṇa ), Dhamma.",0.3589,
10,kriteria kesucian,gpl-gte-multilingual-base,exp3,id,4,an2.130-140,an2.130-140:md4,anggara,"“Para bhikkhu, seorang bhikkhunī yang memiliki keyakinan, jika beraspirasi dengan benar, maka harus beraspirasi sebagai berikut: ‘Semoga aku menjadi seperti Khemā dan Uppalavaṇṇā!’ Ini adalah teladan dan kriteria bagi para siswa bhikkhunī, yaitu, Khemā dan Uppalavaṇṇā.”",0.3573,
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp3,id,1,mn98,mn98:md3,anggara,"Kemudian, sewaktu murid brahmana Vāseṭṭha dan Bhāradvāja sedang berjalan-jalan untuk berolah-raga, diskusi berikut ini terjadi antara mereka: “Bagaimanakah seseorang disebut seorang brahmana?” Murid brahmana Bhāradvāja berkata: “Jika ia berasal dari kelahiran baik pada kedua pihak, keturunan dari ibu dan ayah yang murni hingga tujuh generasi sebelumnya, tidak dapat dibantah dan tanpa cela dalam hal kelahiran, maka ia adalah seorang brahmana.” Murid brahmana Vāseṭṭha berkata: “Jika ia bermoral dan mematuhi peraturan-peraturan, maka ia adalah seorang brahmana.”",0.5124,
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp3,id,2,an8.85,an8.85:md1,anggara,"“Para bhikkhu, (1) ‘Petapa’ adalah sebutan bagi Sang Tathāgata, Sang Arahant, Yang Tercerahkan Sempurna. (2) ‘Brahmana’ adalah sebutan bagi Sang Tathāgata, Sang Arahant, Yang Tercerahkan Sempurna. (3) ‘Penyembuh’ … (4) ‘Penguasa Pengetahuan’ … (5) ‘Seorang Yang Tak Ternoda’ … (6) ‘Yang tanpa noda’ … (7) ‘Pengenal’ … (8) ‘Yang terbebaskan’ adalah sebutan bagi Sang Tathāgata, Sang Arahant, Yang Tercerahkan Sempurna.”",0.4942,
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp3,id,3,an4.247,an4.247:md1,anggara,"“Para bhikkhu, empat ini layak didirikan sebuah stupa. Apakah empat ini? Sang Tathāgata, Sang Arahant, Yang Tercerahkan sempurna; seorang paccekabuddha; seorang siswa Sang Tathāgata; dan seorang raja dunia. Keempat ini layak didirikan sebuah stupa.”",0.4748,
