query_id,query,model,versi,db,rank,sutta_id,ref,author,retrieved_text,cosine_sim,grade
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp5.1,id,1,sn11.24,sn11.24:md6,anggara,“‘Bawalah kemarahan ke bawah kendalimu; Jangan biarkan persahabatanmu rusak. Jangan menyalahkan seorang yang tidak bersalah; Jangan mengucapkan kata-kata yang bersifat memecah-belah. Bagaikan gunung salju yang longsor Kemarahan menggilas orang-orang jahat.’”,0.4336495101451874,
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp5.1,id,2,snp4.16,snp4.16:md14,anggara,"Ke dalam kekuasaan kemarahan dan kesombongan Ia tidak boleh menyerah, melainkan kokoh, melenyapkan akar-akarnya, Ia sepenuhnya mengatasi semua yang dilekati, Ia menghalau segala yang ia sayangi.",0.30725932121276855,
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp5.1,id,3,thag6.12,thag6.12:md5,anggara,"Jik kemarahan muncul padamu, Refleksikanlah perumpamaan gergaji; Jika ketagihan pada rasa kecapan muncul padamu, Ingatlah perumpamaan daging anak.",0.2826109528541565,
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp5.1,id,4,sn1.34,sn1.34:md6,anggara,"“Seseorang harus meninggalkan kemarahan, melepaskan keangkuhan, Melampaui semua belenggu. Tidak ada penderitaan yang menyiksa ia yang tidak memiliki apa-apa, Yang tidak melekat pada nama-dan-bentuk.",0.2516902983188629,
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp5.1,id,5,sn1.36,sn1.36:md5,anggara,"“Seseorang harus meninggalkan kemarahan, melepaskan keangkuhan, Melampaui semua belenggu. Tidak ada ikatan yang menyiksa seseorang yang tidak memiliki apa-apa, Yang tidak melekat pada nama-dan-bentuk.”",0.16719140112400055,
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp5.1,id,1,an7.61,an7.61:md9,anggara,"(6) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus memperhatikan persepsi cahaya; engkau harus mempersepsikan siang hari sebagai berikut: ‘Seperti halnya siang hari, demikian pula malam hari; seperti halnya malam hari, demikian pula siang hari.’ Demikianlah, dengan pikiran terbuka dan tidak tertutup, engkau harus mengembangkan pikiran yang dipenuhi dengan kecemerlangan. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.40262678265571594,
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp5.1,id,2,an7.61,an7.61:md10,anggara,"(7) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus melakukan [olah raga] berjalan mondar-mandir, mengawasi apa yang ada di belakangmu dan apa yang ada di depanmu, dengan organ-organ indriamu tertarik ke dalam dan pikiranmu ditenangkan. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.38744792342185974,
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp5.1,id,3,an7.61,an7.61:md7,anggara,"(4) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus menarik kedua telingamu dan menggosok bagian-bagian tubuhmu dengan tanganmu. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.3574310541152954,
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp5.1,id,4,an7.61,an7.61:md8,anggara,"(5) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus bangkit dari dudukmu, menggosok matamu dengan air, menatap segala penjuru, dan menatap konstelasi dan bintang-bintang. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.3084714114665985,
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp5.1,id,5,an7.61,an7.61:md5,anggara,"(2) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus merenungkan, memeriksa, dan dengan pikiran menyelidiki Dhamma yang telah engkau dengar dan pelajari. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.22008591890335083,
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp5.1,id,1,sn12.23,sn12.23:md13,anggara,"“Aku mengatakan, para bhikkhu, bahwa penderitaan juga memiliki penyebab terdekat; bukan tanpa penyebab terdekat. Dan apakah penyebab terdekat bagi penderitaan? Ini harus dijawab: kelahiran.",0.9760944247245789,
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp5.1,id,2,snp3.12,snp3.12:md11,anggara,"Penderitaan apapun yang muncul di dunia, Semuanya disebabkan oleh kesadaran. Dengan lenyapnya ksadaran, Maka tidak ada kemunculan penderitaan.",0.9260393381118774,
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp5.1,id,3,snp3.12,snp3.12:md27,anggara,"Penderitaan apapun yang muncul di dunia, Semuanya disebabkan oleh gejolak. Dengan lenyapnya gejolak, Maka tidak ada kemunculan penderitaan.",0.9257329702377319,
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp5.1,id,4,pv7,pv7,blurb,Kecemburuan dan kebencian hanya dapat menyebabkan penderitaan.,0.9201222062110901,
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp5.1,id,5,snp3.12,snp3.12:md21,anggara,"Penderitaan apapun yang muncul di dunia, Semuanya disebabkan oleh aktivitas kamma. Dengan lenyapnya aktivitas kamma, Maka tidak ada kemunculan penderitaan.",0.9159440994262695,
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp5.1,id,1,an2.32-41,an2.32-41:md8,anggara,"“Bahkan jika seseorang menggendong ibunya di satu bahunya dan ayahnya di bahu lainnya, dan selagi ia melakukan demikian ia memiliki umur kehidupan selama seratus tahun, dan hidup selama seratus tahun; dan jika ia melayani mereka dengan cara meminyaki mereka dengan balsam, dengan cara memijat mereka, memandikan mereka, dan menggosok bagian-bagian tubuh mereka, dan mereka bahkan membuang kotoran dan air kencing mereka di sana, ia masih tetap belum cukup melakukan untuk kedua orangtuanya, juga belum membalas mereka. Bahkan jika ia mengangkat orangtuanya menjadi raja tertinggi dan penguasa di seluruh penjuru bumi ini yang berlimpah dengan tujuh pusaka, ia tetap masih belum cukup melakukan untuk kedua orangtuanya, juga belum membalas mereka. Karena alasan apakah? Orangtua adalah bantuan besar bagi anak-anak mereka; mereka membesarkan anak-anak mereka, memberi mereka makan, dan menunjukkan dunia ini kepada mereka.",0.6007815599441528,
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp5.1,id,2,dn31,dn31:md45,anggara,"‘Ada lima cara bagi seorang putra untuk melayani ibu dan ayahnya sebagai arah timur. [Ia harus berpikir:] “Setelah disokong mereka, aku harus menyokong mereka. Aku harus melakukan tugas-tugas mereka untuk mereka. Aku harus menjaga tradisi keluarga. Aku akan layak atas warisanku. Setelah orangtuaku meninggal dunia aku akan membagikan persembahan mewakili mereka.”Dan ada lima cara oleh orangtua, yang dilayani demikian oleh putra mereka sebagai arah timur, akan membalas: mereka harus menjauhkannya dari kejahatan, mendukungnya dalam melakukan kebaikan, mengajarinya suatuketerampilan, mencarikan istri yang pantas dan, pada waktunya mewariskan warisan kepadanya. Dengan demikian arah timur telah dicakup, memberikan kedamaian dan bebas dari ketakutan di arah itu.",0.4460342526435852,
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp5.1,id,3,an2.32-41,an2.32-41:md9,anggara,"“Tetapi, para bhikkhu, jika orangtuanya tidak berkeyakinan, ia mendorong, memantapkan, dan menegakkan mereka dalam keyakinan; jika, orangtuanya tidak bermoral, ia mendorong, memantapkan, dan menegakkan mereka dalam perilaku bermoral; jika orangtuanya adalah orang-orang kikir, ia mendorong, memantapkan, dan menegakkan mereka dalam kedermawanan; jika orangtuanya tidak bijaksana, ia mendorong, memantapkan, dan menegakkan mereka dalam kebijaksanaan: maka dengan cara demikian, ia telah cukup melakukan untuk orangtuanya, membalas mereka, dan melakukan lebih dari cukup untuk mereka.”",0.2728689908981323,
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp5.1,id,4,sn7.19,sn7.19:md3,anggara,"“Ketika seseorang dengan benar menyokong orangtuanya, Karena pelayanan ini terhadap mereka Para bijaksana memujinya di sini di dunia ini, Dan setelah kematian ia bergembira di alam surga.”",0.04077908396720886,
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp5.1,id,5,an5.33,an5.33:md7,anggara,"(1) “Baiklah, gadis-gadis, kalian harus berlatih sebagai berikut: ‘Kepada suami yang mana pun orangtua kami menyerahkan kami—yang dilakukan karena menginginkan kebaikan kami, mengupayakan kesejahteraan kami, berbelas kasihan pada kami, bertindak demi belas kasihan pada kami—kami harus bagun sebelum ia bangun tidur dan pergi tidur setelah ia pergi tidur, melakukan apa pun yang harus dilakukan, bertingkah laku menyenangkan dan ramah dalam bertutur kata.’ Demikianlah kalian harus berlatih.",0.03649626299738884,
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp5.1,id,1,mn23,mn23:md19,anggara,"“Brahmana adalah perumpamaan bagi Sang Tathāgata, yang sempurna dan tercerahkan sempurna. Sang bijaksana adalah perumpamaan bagi seorang bhikkhu dalam latihan yang lebih tinggi. Pisau adalah perumpamaan bagi kebijaksanaan mulia. Menggali adalah perumpamaan bagi pengerahan kegigihan.",0.9594310522079468,
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp5.1,id,2,mn127,mn127:md24,anggara,"“Sehubungan dengan hal itu, Teman Kaccāna, aku akan memberikan perumpamaan, karena seorang bijaksana di sini memahami makna dari suatu pernyataan melalui perumpamaan. Misalkan sebuah lampu minyak menyala dari minyak yang tidak murni dan sumbu yang tidak murni; karena ketidak-murnian minyak dan sumbunya lampu itu menyala dengan suram. Demikian pula, di sini seorang bhikkhu berdiam dengan melingkupi dan meliputi suatu wilayah dengan cahaya ternoda. Kelembaman jasmaninya tidak sepenuhnya sirna, ketumpulan dan kelambanannya tidak sepenuhnya dilenyapkan, kegelisahan dan penyesalannya tidak sepenuhnya tersingkirkan; karena hal-hal ini, maka ia bermeditasi, seperti sewajarnya, dengan suram. Ketika hancurnya jasmani, setelah kematian, ia muncul kembali di tengah-tengah para dewa dengan Cahaya Ternoda.",0.794562578201294,
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp5.1,id,3,sn2.5,sn2.5:md4,anggara,"“Ini adalah perumpamaan bagi brahmana, O Dāmali, Bagi yang tidak bernoda, meditator yang waspada. Setelah mencapai akhir kelahiran dan kematian, Ia tidak perlu berusaha karena ia telah menyeberanginya.”",0.6535840034484863,
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp5.1,id,4,mn23,mn23:md20,anggara,"“Palang adalah perumpamaan bagi ketidak-tahuan. ‘Buanglah palang itu: tinggalkanlah ketidak-tahuan. Galilah dengan pisau, wahai engkau yang bijaksana.’ Ini adalah maknanya.",0.6398192048072815,
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp5.1,id,5,mn23,mn23:md16,anggara,"“Bhikkhu, gundukan sarang semut adalah perumpamaan bagi jasmani ini, terbuat dari bentuk materi, terdiri dari empat unsur utama, dihasilkan oleh ibu dan ayah, dibangun oleh nasi dan bubur, dan tunduk pada ketidak-kekalan, pada keusangan, pada kehancuran.",0.5709921717643738,
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp5.1,id,1,pv26,pv26,blurb,Kemurahan hati akan mengarah pada kebahagiaan dan buah yang baik.,0.93146812915802,
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp5.1,id,2,an2.151-162,an2.151-162:md2,anggara,"“Para bhikkhu, ada dua jenis kemurahan hati ini. Apakah dua ini? Kemurahan hati dengan benda-benda materi dan kemurahan hati dengan Dhamma. Ini adalah kedua jenis kemurahan hati itu. Di antara kedua jenis kemurahan hati ini, kemurahan hati dengan Dhamma adalah yang terunggul.”",0.9152381420135498,
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp5.1,id,3,dn33,dn33:md25,anggara,‘Kejujuran dan kerendahan hati ( ajjavañ ca lajjavañ ca ).,0.16608263552188873,
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp5.1,id,4,kp5,kp5:md8,anggara,"Penghormatan, kerendahan hati, Merasa puas, dan bersyukur, Mendengar Dharma pada waktu yang tepat: Inilah berkah tertinggi.",0.033141206949949265,
