query_id,query,model,versi,db,rank,sutta_id,ref,author,retrieved_text,cosine_sim,grade
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4,id,1,sn11.24,sn11.24:md6,anggara,“‘Bawalah kemarahan ke bawah kendalimu; Jangan biarkan persahabatanmu rusak. Jangan menyalahkan seorang yang tidak bersalah; Jangan mengucapkan kata-kata yang bersifat memecah-belah. Bagaikan gunung salju yang longsor Kemarahan menggilas orang-orang jahat.’”,0.43364933133125305,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4,id,2,sn11.25,sn11.25:md3,anggara,"“‘Jangan biarkan kemarahan menguasaimu; Jangan marah pada mereka yang marah. Tanpa-kemarahan dan tidak-membahayakan, selalu berdiam Dalam [hati] para mulia. Bagaikan gunung salju yang longsor Kemarahan menggilas orang-orang jahat.’”",0.28705912828445435,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4,id,3,thag6.12,thag6.12:md5,anggara,"Jik kemarahan muncul padamu, Refleksikanlah perumpamaan gergaji; Jika ketagihan pada rasa kecapan muncul padamu, Ingatlah perumpamaan daging anak.",0.28261086344718933,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4,id,4,sn21.9,sn21.9:md6,anggara,"“Mengapa engkau marah? Jangan marah! Ketidak-marahan adalah baik bagimu, Tissa. Adalah untuk melenyapkan kemarahan, keangkuhan, dan perbuatan menghina, Maka kehidupan suci dijalani, O Tissa.”",0.06287074834108353,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4,id,5,thig13.3,thig13.3:md3,anggara,"Cāpā Therī: “Jangan marah padaku, pahlawan besar! Jangan marah padaku, sang bijaksana agung! Jika engkau terbenam dalam kemarahan maka engkau tidak dapat mempertahankan kemurnian, Apalagi berlatih keras.”",0.05548376962542534,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4,id,1,an7.61,an7.61:md8,anggara,"(5) “Tetapi jika engkau tidak dapat meninggalkan kantukmu dengan cara demikian, maka engkau harus bangkit dari dudukmu, menggosok matamu dengan air, menatap segala penjuru, dan menatap konstelasi dan bintang-bintang. Dengan cara demikian, adalah mungkin bahwa kantukmu akan ditinggalkan.",0.30847108364105225,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4,id,2,thag2.11,thag2.11:md2,anggara,"Manfaatkanlah tempat-tempat tinggal yang sunyi! Berlatihlah untuk terlepas dari belenggu-belenggu! Jika engkau tidak menemukan kesenangan di sana, Menetaplah di tengah-tengah Saṅgha, waspada dan penuh perhatian.",0.009526686742901802,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4,id,3,mn32,mn32:md30,anggara,"“Kalian semua telah berkata dengan benar, Sāriputta, masing-masing dengan caranya masing-masing. Dengarkanlah juga dariKu bhikkhu seperti apakah yang dapat menerangi Hutan pohon Sāla Gosinga. Di sini, Sāriputta, ketika seorang bhikkhu telah kembali dari perjalanan menerima dana makanan, setelah makan, ia duduk bersila, menegakkan badan, dan menegakkan perhatian di depannya, bertekad: ‘Aku tidak akan bangkit dari posisi duduk ini hingga batinku terbebas dari noda-noda melalui ketidak-melekatan.’ Bhikkhu seperti itu dapat menerangi Hutan pohon Sāla Gosinga.”",0.0014540330739691854,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4,id,4,dn33,dn33:md246,anggara,‘Sembilan cara mengatasi kedengkian āghāta-paṭivinaya ). Kedengkian diatasi dengan pikiran: (a)–(i) “Ia telah melukaiku …” seperti (1) . “Apalah gunanya [memendam kedengkian]?”,0.001230983529239893,
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4,id,5,mn101,mn101:md10,anggara,"“Ketika hal ini dikatakan, Para Nigaṇṭha berkata kepadaKu: ‘Teman, Nigaṇṭha Nātaputta adalah maha-tahu dan maha-melihat, memiliki pengetahuan dan penglihatan lengkap sebagai berikut: “Apakah Aku berjalan atau berdiri atau terlelap atau terjaga, pengetahuan dan penglihatan terus-menerus dan tanpa terputus ada padaKu.” Ia berkata sebagai berikut: “Para Nigaṇṭha, kalian telah melakukan perbuatan jahat di masa lampau, padamkanlah dengan melaksanakan pertapaan keras. Dan ketika kalian di sini dan saat ini terkendali dalam jasmani, ucapan, dan pikiran, itu berarti tidak melakukan perbuatan jahat di masa depan. Jadi dengan memusnahkan perbuatan lampau melalui pertapaan dan dengan tidak melakukan perbuatan baru, maka tidak akan ada akibat di masa depan … maka segala penderitaan akan menjadi padam.” Kami menyetujui dan menerima ini, dan kami merasa puas.’",0.0009934178087860346,
