Korpus,Family,query_id,kueri,B,GPL,exp4.2,Δ(exp4.2-B)
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.6708,-0.2294,-0.9177,-1.5885
ID,multilingual-e5-base,25,perasaan malu dan takut,0.4472,0.3536,-0.866,-1.3132
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.866,0.2887,-0.2887,-1.1547
ID,gte-multilingual-base,21,jenis jenis manusia,0.4472,0.7071,-0.7071,-1.1543
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.3536,0.0527,-0.6708,-1.0244
ID,multilingual-e5-base,1,cara mengatasi kemarahan,0.7255,0.1539,-0.2887,-1.0142
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8944,-0.7071,-0.1118,-1.0062
ID,gte-multilingual-base,16,harta yang paling bernilai,0.2887,0.3536,-0.4472,-0.7359
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.1081,-0.9177,-0.5923,-0.7004
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.8944,-0.1581,0.2236,-0.6708
ID,multilingual-e5-base,16,harta yang paling bernilai,-0.2108,0.7071,-0.866,-0.6552
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.2895,0.7071,-0.3536,-0.6431
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.6325,0.4472,0.0,-0.6325
ID,gte-multilingual-base,17,kewajiban seorang umat awam,-0.2236,0.3078,-0.7379,-0.5143
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.527,-0.1026,0.0513,-0.4757
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.3162,-0.2887,-0.1539,-0.4701
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.0,-0.2052,-0.4472,-0.4472
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.3536,0.3536,0.0,-0.3536
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5774,,0.2887,-0.2887
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.7906,0.5774,0.5774,-0.2132
ID,multilingual-e5-base,10,kriteria kesucian,-0.3689,-0.866,-0.527,-0.1581
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.866,0.4472,0.7379,-0.1281
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.0,0.0513,-0.1118,-0.1118
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.1054,0.7071,0.0,-0.1054
ID,multilingual-e5-base,24,apa yang terjadi pada saat pencapaian pencerahan,-0.7255,0.7071,-0.7826,-0.0571
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.7071,0.8944,0.7071,0.0
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,0.0,0.9487,0.0,0.0
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.0,0.7071,0.0,0.0
ID,multilingual-e5-base,19,jenis jenis kemelekatan,0.7071,0.7071,0.7071,0.0
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.3536,0.6156,0.3536,0.0
ID,gte-multilingual-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.527,0.7255,0.7071,0.1801
ID,gte-multilingual-base,14,apa makna kekosongan,0.7071,,0.8885,0.1814
ID,gte-multilingual-base,7,penjelasan tentang perhatian murni,0.2887,0.9487,0.6325,0.3438
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3536,,0.7255,0.3719
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.3627,,0.7826,0.4199
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.0,0.4472,0.4472,0.4472
ID,multilingual-e5-base,3,apa penyebab penderitaan,-0.7071,,-0.2236,0.4835
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.1622,0.527,0.6708,0.5086
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,-0.527,0.7255,0.0,0.527
ID,gte-multilingual-base,3,apa penyebab penderitaan,-0.7071,0.7071,-0.1581,0.549
ID,multilingual-e5-base,22,cara mengikis kotoran batin,-0.2887,0.866,0.2887,0.5774
ID,multilingual-e5-base,14,apa makna kekosongan,-0.7071,,0.0,0.7071
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.0,0.3536,0.7071,0.7071
ID,gte-multilingual-base,8,manfaat pelaksaan sila,-0.866,0.6882,0.0,0.866
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.0,0.0513,0.8721,0.8721
ID,gte-multilingual-base,25,perasaan malu dan takut,-0.2635,-0.866,0.7071,0.9706
ID,gte-multilingual-base,10,kriteria kesucian,-0.6156,-0.7906,0.7071,1.3227
