Korpus,Family,query_id,kueri,B,GPL,exp5.4,Δ(exp5.4-B)
ID,gte-multilingual-base,7,penjelasan tentang perhatian murni,0.8849,0.354,0.0437,-0.8412
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.6087,0.2536,0.0482,-0.5605
ID,multilingual-e5-base,14,apa makna kekosongan,0.9111,0.0,0.4836,-0.4275
ID,gte-multilingual-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.8651,0.5725,0.519,-0.3461
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.4545,0.2319,0.1446,-0.3099
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,0.5678,0.149,0.3176,-0.2502
ID,gte-multilingual-base,10,kriteria kesucian,0.5336,0.2178,0.3213,-0.2123
ID,multilingual-e5-base,5,perumpamaan perumpamaan,0.9076,0.5949,0.7021,-0.2055
ID,gte-multilingual-base,25,perasaan malu dan takut,0.7182,0.7591,0.5615,-0.1567
ID,gte-multilingual-base,5,perumpamaan perumpamaan,1.0,0.8721,0.8721,-0.1279
ID,multilingual-e5-base,25,perasaan malu dan takut,0.8412,0.618,0.738,-0.1032
ID,gte-multilingual-base,14,apa makna kekosongan,0.7428,0.4275,0.645,-0.0978
ID,multilingual-e5-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.4155,0.1246,0.3673,-0.0482
ID,gte-multilingual-base,13,berbagai jenis pemberian,1.0,0.8152,0.9563,-0.0437
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.5982,0.4444,0.5594,-0.0388
ID,multilingual-e5-base,1,cara mengatasi kemarahan,0.7797,0.4803,0.7429,-0.0368
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.8158,0.6273,0.7984,-0.0174
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.6038,0.6284,0.598,-0.0058
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.4608,0.6547,0.4608,0.0
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.5167,0.4399,0.5167,0.0
ID,multilingual-e5-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.9026,0.6774,0.9125,0.0099
ID,gte-multilingual-base,16,harta yang paling bernilai,0.7945,0.9026,0.8152,0.0207
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.8611,0.7717,0.89,0.0289
ID,multilingual-e5-base,19,jenis jenis kemelekatan,0.9563,0.8688,1.0,0.0437
ID,gte-multilingual-base,18,penyebab gempa bumi,0.9563,1.0,1.0,0.0437
ID,gte-multilingual-base,19,jenis jenis kemelekatan,0.9563,1.0,1.0,0.0437
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.9026,0.8688,0.9513,0.0487
ID,multilingual-e5-base,10,kriteria kesucian,0.2801,0.1018,0.3354,0.0553
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.8272,0.741,0.8895,0.0623
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,0.9073,0.8895,0.9914,0.0841
ID,multilingual-e5-base,21,jenis jenis manusia,0.6667,0.8304,0.7586,0.0919
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8638,0.7739,0.9563,0.0925
