Korpus,Family,query_id,kueri,B,GPL,exp5.3,Δ(exp5.3-B)
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.3078,-0.3689,-1.0,-1.3078
ID,gte-multilingual-base,21,jenis jenis manusia,0.4472,0.7071,-0.5774,-1.0246
ID,gte-multilingual-base,14,apa makna kekosongan,0.7071,0.7454,-0.2887,-0.9958
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.8944,-0.1026,0.0,-0.8944
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.7255,0.7826,-0.1521,-0.8776
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.7906,0.6156,0.0,-0.7906
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.0,-0.7071,-0.7379,-0.7379
ID,gte-multilingual-base,13,berbagai jenis pemberian,0.866,0.8721,0.1581,-0.7079
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.6669,-0.2294,0.0,-0.6669
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.866,0.7379,0.2052,-0.6608
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.1054,0.0513,-0.4472,-0.5526
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.3536,0.0527,-0.1581,-0.5117
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.3591,0.3591,-0.1521,-0.5112
ID,multilingual-e5-base,25,perasaan malu dan takut,0.4472,0.3536,0.0,-0.4472
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.7071,0.8944,0.3162,-0.3909
ID,multilingual-e5-base,5,perumpamaan perumpamaan,0.866,0.9487,0.7071,-0.1589
ID,gte-multilingual-base,25,perasaan malu dan takut,-0.2635,-0.866,-0.3536,-0.0901
ID,gte-multilingual-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.527,0.6882,0.4472,-0.0798
ID,multilingual-e5-base,16,harta yang paling bernilai,-0.0513,0.7071,-0.1054,-0.0541
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.3162,-0.3162,0.3354,0.0192
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.866,0.2887,0.8944,0.0284
ID,multilingual-e5-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.4472,0.4617,0.5643,0.1171
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.1026,0.7071,0.2236,0.121
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.6669,0.2635,0.866,0.1991
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.2236,-0.1026,0.5,0.2764
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.5643,0.4472,0.866,0.3017
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.0,0.4472,0.3536,0.3536
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.0,0.7906,0.3591,0.3591
ID,multilingual-e5-base,10,kriteria kesucian,-0.3689,-0.7826,0.0,0.3689
ID,gte-multilingual-base,7,penjelasan tentang perhatian murni,0.2887,0.9747,0.6708,0.3821
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.3162,-0.3536,0.7071,0.3909
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,-0.2962,-0.9177,0.1118,0.408
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.2294,0.2236,0.6669,0.4375
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.2052,0.7071,0.6669,0.4617
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.2052,,0.7071,0.5019
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.3627,,0.866,0.5033
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,-0.527,0.7255,0.0,0.527
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.3536,0.3536,0.8944,0.5408
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.1622,0.3591,0.7906,0.6284
ID,gte-multilingual-base,17,kewajiban seorang umat awam,-0.2236,0.3078,0.4104,0.634
ID,gte-multilingual-base,16,harta yang paling bernilai,0.2887,0.3536,0.9487,0.66
ID,multilingual-e5-base,14,apa makna kekosongan,-0.7071,,0.0,0.7071
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,0.0,0.9487,0.866,0.866
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.0,0.3536,0.866,0.866
ID,multilingual-e5-base,9,jenis jenis kotoran batin,-0.1579,0.1026,0.8208,0.9787
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,-0.3536,,0.7071,1.0607
ID,gte-multilingual-base,10,kriteria kesucian,-0.6156,-0.7906,0.6708,1.2864
ID,multilingual-e5-base,24,apa yang terjadi pada saat pencapaian pencerahan,-0.7255,,0.7826,1.5081
ID,gte-multilingual-base,8,manfaat pelaksaan sila,-0.6669,0.6882,0.8721,1.539
ID,gte-multilingual-base,3,apa penyebab penderitaan,-0.7071,0.7071,0.8944,1.6015
ID,multilingual-e5-base,3,apa penyebab penderitaan,-0.7071,,0.8944,1.6015
