Korpus,Family,query_id,kueri,B,GPL,exp5.2,Δ(exp5.2-B)
ID,gte-multilingual-base,7,penjelasan tentang perhatian murni,0.8849,0.354,0.354,-0.5309
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.4545,0.2319,0.0964,-0.3581
ID,gte-multilingual-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.8651,0.5725,0.519,-0.3461
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,0.5061,0.1328,0.1901,-0.316
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.8158,0.6273,0.5003,-0.3155
ID,gte-multilingual-base,14,apa makna kekosongan,0.7428,0.4275,0.4836,-0.2592
ID,multilingual-e5-base,14,apa makna kekosongan,0.9111,0.0,0.6614,-0.2497
ID,gte-multilingual-base,10,kriteria kesucian,0.5336,0.2178,0.3673,-0.1663
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.6038,0.6284,0.4608,-0.143
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,0.8611,0.8442,0.7187,-0.1424
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.5466,0.2896,0.476,-0.0706
ID,multilingual-e5-base,25,perasaan malu dan takut,0.8412,0.618,0.7797,-0.0615
ID,gte-multilingual-base,5,perumpamaan perumpamaan,1.0,0.8721,0.9435,-0.0565
ID,multilingual-e5-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.4155,0.1246,0.3673,-0.0482
ID,gte-multilingual-base,13,berbagai jenis pemberian,1.0,0.8152,0.9563,-0.0437
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3948,0.4464,0.3609,-0.0339
ID,multilingual-e5-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.9026,0.6774,0.9125,0.0099
ID,gte-multilingual-base,25,perasaan malu dan takut,0.7182,0.7591,0.738,0.0198
ID,gte-multilingual-base,16,harta yang paling bernilai,0.7945,0.9026,0.8152,0.0207
ID,gte-multilingual-base,19,jenis jenis kemelekatan,0.9563,1.0,1.0,0.0437
ID,gte-multilingual-base,18,penyebab gempa bumi,0.9563,1.0,1.0,0.0437
ID,multilingual-e5-base,19,jenis jenis kemelekatan,0.9563,0.8688,1.0,0.0437
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.9026,0.8688,0.9513,0.0487
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.7458,0.2826,0.8008,0.055
ID,multilingual-e5-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.5725,0.7454,0.6349,0.0624
ID,multilingual-e5-base,1,cara mengatasi kemarahan,0.7797,0.4803,0.856,0.0763
ID,multilingual-e5-base,10,kriteria kesucian,0.2801,0.1018,0.3673,0.0872
ID,multilingual-e5-base,5,perumpamaan perumpamaan,0.9076,0.5949,1.0,0.0924
ID,multilingual-e5-base,21,jenis jenis manusia,0.6667,0.8304,0.7739,0.1072
ID,gte-multilingual-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.4459,0.5059,0.5541,0.1082
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.89,0.8663,1.0,0.11
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.8869,0.7557,1.0,0.1131
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.7261,0.8058,0.8406,0.1145
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.7851,0.7033,0.9033,0.1182
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.8638,0.6956,1.0,0.1362
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8638,0.7739,1.0,0.1362
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.4608,0.6547,0.598,0.1372
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.8611,0.7717,1.0,0.1389
ID,multilingual-e5-base,16,harta yang paling bernilai,0.5615,0.9125,0.7302,0.1687
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.7365,0.9275,0.9085,0.172
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.4918,0.4187,0.6777,0.1859
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.5982,0.4444,0.7945,0.1963
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.6015,0.6771,0.7984,0.1969
ID,gte-multilingual-base,21,jenis jenis manusia,0.6406,0.9563,0.8869,0.2463
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3345,0.0,0.5841,0.2496
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.6087,0.2536,0.8754,0.2667
