query_id,kueri,Model,Versi,Korpus,nDCG@5
1,cara mengatasi kemarahan,BM25,B,ID,0.6023
2,cara mengatasi ngantuk,BM25,B,ID,0.0
3,apa penyebab penderitaan,BM25,B,ID,0.695
4,mengapa harus membalas budi orangtua,BM25,B,ID,0.0924
5,perumpamaan perumpamaan,BM25,B,ID,0.8284
6,apa itu kemurahan hati,BM25,B,ID,0.7315
7,penjelasan tentang perhatian murni,BM25,B,ID,0.0
8,manfaat pelaksaan sila,BM25,B,ID,0.7699
9,jenis jenis kotoran batin,BM25,B,ID,0.0
10,kriteria kesucian,BM25,B,ID,0.8895
11,siapa yang layak disebut sebagai brahmana,BM25,B,ID,1.0
12,kewajiban seorang bhikkhu,BM25,B,ID,0.3265
13,berbagai jenis pemberian,BM25,B,ID,0.7227
14,apa makna kekosongan,BM25,B,ID,0.145
15,apa kualitas yang harus dimiliki oleh seorang penceramah,BM25,B,ID,0.4899
16,harta yang paling bernilai,BM25,B,ID,0.7975
17,kewajiban seorang umat awam,BM25,B,ID,0.732
18,penyebab gempa bumi,BM25,B,ID,0.7669
19,jenis jenis kemelekatan,BM25,B,ID,0.856
20,penggambaran terhadap keagungan buddha,BM25,B,ID,0.1782
21,jenis jenis manusia,BM25,B,ID,0.1568
22,cara mengikis kotoran batin,BM25,B,ID,0.0
23,penjelasan tentang pandangan terang,BM25,B,ID,0.5003
24,apa yang terjadi pada saat pencapaian pencerahan,BM25,B,ID,0.3673
25,perasaan malu dan takut,BM25,B,ID,0.4534
26,bersatu di kehidupan selanjutnya,BM25,B,ID,0.3403
27,jenis jenis karma buruk,BM25,B,ID,0.649
28,berbagai jenis perbuatan baik,BM25,B,ID,0.6406
29,jenis orang yang tak boleh ditahbiskan,BM25,B,ID,0.4469
30,apa itu proliferasi mental,BM25,B,ID,0.8663
1,cara mengatasi kemarahan,bge-m3,B,ID,0.7443
2,cara mengatasi ngantuk,bge-m3,B,ID,0.7227
3,apa penyebab penderitaan,bge-m3,B,ID,0.5245
4,mengapa harus membalas budi orangtua,bge-m3,B,ID,0.7739
6,apa itu kemurahan hati,bge-m3,B,ID,0.9406
7,penjelasan tentang perhatian murni,bge-m3,B,ID,0.856
8,manfaat pelaksaan sila,bge-m3,B,ID,0.5531
9,jenis jenis kotoran batin,bge-m3,B,ID,0.0
10,kriteria kesucian,bge-m3,B,ID,0.3277
11,siapa yang layak disebut sebagai brahmana,bge-m3,B,ID,0.4316
12,kewajiban seorang bhikkhu,bge-m3,B,ID,0.5871
13,berbagai jenis pemberian,bge-m3,B,ID,0.9125
14,apa makna kekosongan,bge-m3,B,ID,0.4836
15,apa kualitas yang harus dimiliki oleh seorang penceramah,bge-m3,B,ID,0.7074
16,harta yang paling bernilai,bge-m3,B,ID,0.4159
17,kewajiban seorang umat awam,bge-m3,B,ID,0.5129
18,penyebab gempa bumi,bge-m3,B,ID,0.8997
19,jenis jenis kemelekatan,bge-m3,B,ID,0.5875
20,penggambaran terhadap keagungan buddha,bge-m3,B,ID,0.5309
21,jenis jenis manusia,bge-m3,B,ID,0.4406
22,cara mengikis kotoran batin,bge-m3,B,ID,0.5825
23,penjelasan tentang pandangan terang,bge-m3,B,ID,0.4489
24,apa yang terjadi pada saat pencapaian pencerahan,bge-m3,B,ID,0.87
25,perasaan malu dan takut,bge-m3,B,ID,0.5339
26,bersatu di kehidupan selanjutnya,bge-m3,B,ID,0.3917
27,jenis jenis karma buruk,bge-m3,B,ID,0.5991
28,berbagai jenis perbuatan baik,bge-m3,B,ID,0.8432
29,jenis orang yang tak boleh ditahbiskan,bge-m3,B,ID,1.0
30,apa itu proliferasi mental,bge-m3,B,ID,0.8391
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.2,ID,0.9435
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.2,ID,1.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.2,ID,0.8591
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.2,ID,1.0
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.2,ID,0.9435
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.2,ID,0.598
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.2,ID,0.354
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.2,ID,0.6238
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.2,ID,0.8272
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.2,ID,0.3673
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.2,ID,0.8008
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.2,ID,0.7187
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.2,ID,0.9563
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.2,ID,0.4836
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.2,ID,0.519
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.2,ID,0.8152
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.2,ID,0.7984
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.2,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.2,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.2,ID,0.0964
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.2,ID,0.8869
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.2,ID,0.9085
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.2,ID,0.7683
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.2,ID,0.5541
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.2,ID,0.738
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.2,ID,0.1901
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.2,ID,0.6777
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.2,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.2,ID,1.0
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.2,ID,1.0
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,GPL,ID,0.6667
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,GPL,ID,0.0
3,apa penyebab penderitaan,gpl-gte-multilingual-base,GPL,ID,0.8591
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,GPL,ID,0.7557
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,GPL,ID,0.8721
6,apa itu kemurahan hati,gpl-gte-multilingual-base,GPL,ID,0.6547
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,GPL,ID,0.354
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,GPL,ID,0.4522
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.5237
10,kriteria kesucian,gpl-gte-multilingual-base,GPL,ID,0.2178
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,GPL,ID,0.2826
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,GPL,ID,0.8442
13,berbagai jenis pemberian,gpl-gte-multilingual-base,GPL,ID,0.8152
14,apa makna kekosongan,gpl-gte-multilingual-base,GPL,ID,0.4275
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,GPL,ID,0.5725
16,harta yang paling bernilai,gpl-gte-multilingual-base,GPL,ID,0.9026
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,GPL,ID,0.6771
18,penyebab gempa bumi,gpl-gte-multilingual-base,GPL,ID,1.0
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,GPL,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,GPL,ID,0.2319
21,jenis jenis manusia,gpl-gte-multilingual-base,GPL,ID,0.9563
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.9275
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,GPL,ID,0.5517
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,GPL,ID,0.5059
25,perasaan malu dan takut,gpl-gte-multilingual-base,GPL,ID,0.7591
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,GPL,ID,0.1328
27,jenis jenis karma buruk,gpl-gte-multilingual-base,GPL,ID,0.4187
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,GPL,ID,0.7739
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,GPL,ID,1.0
30,apa itu proliferasi mental,gpl-gte-multilingual-base,GPL,ID,0.8663
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp5.2,ID,0.856
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp5.2,ID,1.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp5.2,ID,0.8591
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp5.2,ID,0.9513
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp5.2,ID,1.0
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp5.2,ID,0.4608
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp5.2,ID,0.3609
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp5.2,ID,0.7945
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp5.2,ID,0.7877
10,kriteria kesucian,gpl-multilingual-e5-base,exp5.2,ID,0.3673
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp5.2,ID,0.476
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp5.2,ID,0.9033
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp5.2,ID,0.9125
14,apa makna kekosongan,gpl-multilingual-e5-base,exp5.2,ID,0.6614
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,exp5.2,ID,0.6349
16,harta yang paling bernilai,gpl-multilingual-e5-base,exp5.2,ID,0.7302
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,exp5.2,ID,0.8406
18,penyebab gempa bumi,gpl-multilingual-e5-base,exp5.2,ID,1.0
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,exp5.2,ID,1.0
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,exp5.2,ID,0.8754
21,jenis jenis manusia,gpl-multilingual-e5-base,exp5.2,ID,0.7739
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,exp5.2,ID,0.8651
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,exp5.2,ID,0.5003
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,exp5.2,ID,0.3673
25,perasaan malu dan takut,gpl-multilingual-e5-base,exp5.2,ID,0.7797
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,exp5.2,ID,0.5841
27,jenis jenis karma buruk,gpl-multilingual-e5-base,exp5.2,ID,0.7259
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,exp5.2,ID,1.0
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,exp5.2,ID,1.0
30,apa itu proliferasi mental,gpl-multilingual-e5-base,exp5.2,ID,1.0
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,GPL,ID,0.4803
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,GPL,ID,1.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,GPL,ID,0.7346
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,GPL,ID,0.8688
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,GPL,ID,0.5949
6,apa itu kemurahan hati,gpl-multilingual-e5-base,GPL,ID,0.6284
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,GPL,ID,0.4464
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,GPL,ID,0.4444
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,GPL,ID,0.3913
10,kriteria kesucian,gpl-multilingual-e5-base,GPL,ID,0.1018
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,GPL,ID,0.2896
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,GPL,ID,0.7033
13,berbagai jenis pemberian,gpl-multilingual-e5-base,GPL,ID,0.6774
14,apa makna kekosongan,gpl-multilingual-e5-base,GPL,ID,0.0
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,GPL,ID,0.7454
16,harta yang paling bernilai,gpl-multilingual-e5-base,GPL,ID,0.9125
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,GPL,ID,0.8058
18,penyebab gempa bumi,gpl-multilingual-e5-base,GPL,ID,1.0
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,GPL,ID,0.8688
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,GPL,ID,0.2536
21,jenis jenis manusia,gpl-multilingual-e5-base,GPL,ID,0.8304
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,GPL,ID,0.664
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,GPL,ID,0.6273
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,GPL,ID,0.1246
25,perasaan malu dan takut,gpl-multilingual-e5-base,GPL,ID,0.618
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,GPL,ID,0.0
27,jenis jenis karma buruk,gpl-multilingual-e5-base,GPL,ID,0.4849
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,GPL,ID,0.6956
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,GPL,ID,0.8688
30,apa itu proliferasi mental,gpl-multilingual-e5-base,GPL,ID,0.7717
1,cara mengatasi kemarahan,gte-multilingual-base,B,ID,0.5664
2,cara mengatasi ngantuk,gte-multilingual-base,B,ID,0.214
3,apa penyebab penderitaan,gte-multilingual-base,B,ID,0.4637
4,mengapa harus membalas budi orangtua,gte-multilingual-base,B,ID,0.8869
5,perumpamaan perumpamaan,gte-multilingual-base,B,ID,1.0
6,apa itu kemurahan hati,gte-multilingual-base,B,ID,0.4608
7,penjelasan tentang perhatian murni,gte-multilingual-base,B,ID,0.8849
8,manfaat pelaksaan sila,gte-multilingual-base,B,ID,0.149
9,jenis jenis kotoran batin,gte-multilingual-base,B,ID,0.2894
10,kriteria kesucian,gte-multilingual-base,B,ID,0.5336
11,siapa yang layak disebut sebagai brahmana,gte-multilingual-base,B,ID,0.7458
12,kewajiban seorang bhikkhu,gte-multilingual-base,B,ID,0.8611
13,berbagai jenis pemberian,gte-multilingual-base,B,ID,1.0
14,apa makna kekosongan,gte-multilingual-base,B,ID,0.7428
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gte-multilingual-base,B,ID,0.8651
16,harta yang paling bernilai,gte-multilingual-base,B,ID,0.7945
17,kewajiban seorang umat awam,gte-multilingual-base,B,ID,0.6015
18,penyebab gempa bumi,gte-multilingual-base,B,ID,0.9563
19,jenis jenis kemelekatan,gte-multilingual-base,B,ID,0.9563
20,penggambaran terhadap keagungan buddha,gte-multilingual-base,B,ID,0.4545
21,jenis jenis manusia,gte-multilingual-base,B,ID,0.6406
22,cara mengikis kotoran batin,gte-multilingual-base,B,ID,0.7365
23,penjelasan tentang pandangan terang,gte-multilingual-base,B,ID,0.3743
24,apa yang terjadi pada saat pencapaian pencerahan,gte-multilingual-base,B,ID,0.4459
25,perasaan malu dan takut,gte-multilingual-base,B,ID,0.7182
26,bersatu di kehidupan selanjutnya,gte-multilingual-base,B,ID,0.5061
27,jenis jenis karma buruk,gte-multilingual-base,B,ID,0.4918
28,berbagai jenis perbuatan baik,gte-multilingual-base,B,ID,0.8638
29,jenis orang yang tak boleh ditahbiskan,gte-multilingual-base,B,ID,0.1696
30,apa itu proliferasi mental,gte-multilingual-base,B,ID,0.89
1,cara mengatasi kemarahan,multilingual-e5-base,B,ID,0.7797
2,cara mengatasi ngantuk,multilingual-e5-base,B,ID,0.6893
3,apa penyebab penderitaan,multilingual-e5-base,B,ID,0.4637
4,mengapa harus membalas budi orangtua,multilingual-e5-base,B,ID,0.9026
5,perumpamaan perumpamaan,multilingual-e5-base,B,ID,0.9076
6,apa itu kemurahan hati,multilingual-e5-base,B,ID,0.6038
7,penjelasan tentang perhatian murni,multilingual-e5-base,B,ID,0.3948
8,manfaat pelaksaan sila,multilingual-e5-base,B,ID,0.5982
9,jenis jenis kotoran batin,multilingual-e5-base,B,ID,0.519
10,kriteria kesucian,multilingual-e5-base,B,ID,0.2801
11,siapa yang layak disebut sebagai brahmana,multilingual-e5-base,B,ID,0.5466
12,kewajiban seorang bhikkhu,multilingual-e5-base,B,ID,0.7851
13,berbagai jenis pemberian,multilingual-e5-base,B,ID,0.9026
14,apa makna kekosongan,multilingual-e5-base,B,ID,0.9111
15,apa kualitas yang harus dimiliki oleh seorang penceramah,multilingual-e5-base,B,ID,0.5725
16,harta yang paling bernilai,multilingual-e5-base,B,ID,0.5615
17,kewajiban seorang umat awam,multilingual-e5-base,B,ID,0.7261
18,penyebab gempa bumi,multilingual-e5-base,B,ID,1.0
19,jenis jenis kemelekatan,multilingual-e5-base,B,ID,0.9563
20,penggambaran terhadap keagungan buddha,multilingual-e5-base,B,ID,0.6087
21,jenis jenis manusia,multilingual-e5-base,B,ID,0.6667
22,cara mengikis kotoran batin,multilingual-e5-base,B,ID,0.5751
23,penjelasan tentang pandangan terang,multilingual-e5-base,B,ID,0.8158
24,apa yang terjadi pada saat pencapaian pencerahan,multilingual-e5-base,B,ID,0.4155
25,perasaan malu dan takut,multilingual-e5-base,B,ID,0.8412
26,bersatu di kehidupan selanjutnya,multilingual-e5-base,B,ID,0.3345
27,jenis jenis karma buruk,multilingual-e5-base,B,ID,0.3673
28,berbagai jenis perbuatan baik,multilingual-e5-base,B,ID,0.8638
29,jenis orang yang tak boleh ditahbiskan,multilingual-e5-base,B,ID,0.5296
30,apa itu proliferasi mental,multilingual-e5-base,B,ID,0.8611
