Korpus,Family,query_id,kueri,B,GPL,exp5.3,Δ(exp5.3-B)
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.5774,-0.7255,-0.7071,-1.2845
ID,multilingual-e5-base,27,jenis jenis karma buruk,0.7255,0.3536,-0.3536,-1.0791
ID,gte-multilingual-base,14,apa makna kekosongan,0.7071,0.7454,-0.3354,-1.0425
ID,gte-multilingual-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.2868,-0.3536,-0.7071,-0.9939
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.0,-0.7826,-0.9682,-0.9682
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.866,0.5774,0.0,-0.866
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.4472,0.5774,-0.3536,-0.8008
ID,gte-multilingual-base,29,jenis orang yang tak boleh ditahbiskan,0.0,-0.7071,-0.7379,-0.7379
ID,gte-multilingual-base,13,berbagai jenis pemberian,0.866,0.6325,0.1581,-0.7079
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.866,0.8944,0.2236,-0.6424
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.7071,0.866,0.3162,-0.3909
ID,gte-multilingual-base,21,jenis jenis manusia,0.3536,,0.0,-0.3536
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.3536,-0.3536,0.0,-0.3536
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.0,-0.3536,-0.2887,-0.2887
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.3162,-0.3162,0.3536,0.0374
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.1118,,0.2236,0.1118
ID,multilingual-e5-base,22,cara mengikis kotoran batin,0.0,0.3536,0.2236,0.2236
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.3947,0.1581,0.6708,0.2761
ID,multilingual-e5-base,10,kriteria kesucian,-0.3536,-0.3536,0.0,0.3536
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.0,0.4472,0.3536,0.3536
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.2052,,0.7071,0.5019
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.3627,,0.866,0.5033
ID,multilingual-e5-base,16,harta yang paling bernilai,0.3536,,0.866,0.5124
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.3536,0.3536,0.866,0.5124
ID,multilingual-e5-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.0,0.0,0.5774,0.5774
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,-0.1481,,0.4472,0.5953
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.0,0.4104,0.6325,0.6325
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.2236,0.2887,0.8721,0.6485
ID,multilingual-e5-base,1,cara mengatasi kemarahan,-0.7255,0.2236,0.0,0.7255
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.0,0.0,0.866,0.866
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,-0.3536,,0.5774,0.931
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,-0.6489,-0.8885,0.2887,0.9376
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,-0.7071,0.7255,0.2887,0.9958
ID,gte-multilingual-base,17,kewajiban seorang umat awam,-0.7071,0.2236,0.2887,0.9958
ID,gte-multilingual-base,8,manfaat pelaksaan sila,-0.3354,0.6882,0.6669,1.0023
ID,multilingual-e5-base,9,jenis jenis kotoran batin,-0.4588,0.4617,0.7071,1.1659
