Korpus,Family,query_id,kueri,B,GPL,exp4.1,Δ(exp4.1-B)
ID,multilingual-e5-base,5,perumpamaan perumpamaan,0.866,0.9487,-1.0,-1.866
ID,multilingual-e5-base,26,bersatu di kehidupan selanjutnya,0.3536,,-0.7071,-1.0607
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8944,-0.7071,-0.1118,-1.0062
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.3536,0.0527,-0.527,-0.8806
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.866,0.2887,0.0,-0.866
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.6708,-0.2294,0.0,-0.6708
ID,gte-multilingual-base,11,siapa yang layak disebut sebagai brahmana,0.6325,0.4472,0.0,-0.6325
ID,gte-multilingual-base,2,cara mengatasi ngantuk,0.3627,,-0.2582,-0.6209
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.7071,0.8944,0.1081,-0.599
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.527,-0.1026,-0.0513,-0.5783
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.0,-0.2052,-0.5643,-0.5643
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.8944,-0.1581,0.3536,-0.5408
ID,gte-multilingual-base,17,kewajiban seorang umat awam,-0.2236,0.3078,-0.6708,-0.4472
ID,gte-multilingual-base,14,apa makna kekosongan,0.7071,,0.2962,-0.4109
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.1054,0.7071,-0.2887,-0.3941
ID,multilingual-e5-base,10,kriteria kesucian,-0.3689,-0.866,-0.7379,-0.369
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.3536,0.6156,0.0,-0.3536
ID,multilingual-e5-base,12,kewajiban seorang bhikkhu,0.7906,0.5774,0.4472,-0.3434
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.3162,-0.2887,0.0,-0.3162
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,0.0,0.9487,-0.2887,-0.2887
ID,multilingual-e5-base,2,cara mengatasi ngantuk,0.2052,,0.0,-0.2052
ID,gte-multilingual-base,7,penjelasan tentang perhatian murni,0.2887,0.9487,0.1054,-0.1833
ID,gte-multilingual-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.527,0.7255,0.3536,-0.1734
ID,multilingual-e5-base,16,harta yang paling bernilai,-0.2108,0.7071,-0.3536,-0.1428
ID,gte-multilingual-base,22,cara mengikis kotoran batin,0.866,0.4472,0.8208,-0.0452
ID,multilingual-e5-base,24,apa yang terjadi pada saat pencapaian pencerahan,-0.7255,0.7071,-0.7379,-0.0124
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.0,0.3536,0.0,0.0
ID,multilingual-e5-base,25,perasaan malu dan takut,0.4472,0.3536,0.4472,0.0
ID,gte-multilingual-base,19,jenis jenis kemelekatan,0.7071,,0.7071,0.0
ID,gte-multilingual-base,10,kriteria kesucian,-0.6156,-0.7906,-0.5774,0.0382
ID,gte-multilingual-base,27,jenis jenis karma buruk,0.0,0.0513,0.0526,0.0526
ID,gte-multilingual-base,16,harta yang paling bernilai,0.2887,0.3536,0.3536,0.0649
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.0,0.0513,0.1054,0.1054
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5774,,0.7071,0.1297
ID,gte-multilingual-base,8,manfaat pelaksaan sila,-0.866,0.6882,-0.6669,0.1991
ID,multilingual-e5-base,1,cara mengatasi kemarahan,0.7255,0.1539,0.9487,0.2232
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.3689,0.1118,0.5923,0.2234
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.2895,0.7071,0.5774,0.2879
ID,gte-multilingual-base,23,penjelasan tentang pandangan terang,0.1081,-0.9177,0.4588,0.3507
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.3536,0.3536,0.7906,0.437
ID,gte-multilingual-base,25,perasaan malu dan takut,-0.2635,-0.866,0.2236,0.4871
ID,gte-multilingual-base,3,apa penyebab penderitaan,-0.7071,0.7071,0.0527,0.7598
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.1622,0.527,0.9487,0.7865
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.0,0.4472,0.7906,0.7906
ID,multilingual-e5-base,29,jenis orang yang tak boleh ditahbiskan,0.0,0.7071,0.866,0.866
ID,multilingual-e5-base,22,cara mengikis kotoran batin,-0.2887,0.866,0.866,1.1547
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,-0.527,0.7255,0.7071,1.2341
ID,multilingual-e5-base,3,apa penyebab penderitaan,-0.7071,,0.7071,1.4142
