Korpus,Family,query_id,kueri,B,GPL,exp4.2,Δ(exp4.2-B)
ID,multilingual-e5-base,5,perumpamaan perumpamaan,0.9076,0.5949,0.3392,-0.5684
ID,gte-multilingual-base,7,penjelasan tentang perhatian murni,0.8849,0.354,0.354,-0.5309
ID,gte-multilingual-base,20,penggambaran terhadap keagungan buddha,0.4545,0.2319,0.0,-0.4545
ID,gte-multilingual-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.8651,0.5725,0.5725,-0.2926
ID,gte-multilingual-base,10,kriteria kesucian,0.5336,0.2178,0.2491,-0.2845
ID,multilingual-e5-base,23,penjelasan tentang pandangan terang,0.8158,0.6273,0.5517,-0.2641
ID,multilingual-e5-base,9,jenis jenis kotoran batin,0.5535,0.4173,0.302,-0.2515
ID,gte-multilingual-base,17,kewajiban seorang umat awam,0.5353,0.6026,0.3352,-0.2001
ID,gte-multilingual-base,26,bersatu di kehidupan selanjutnya,0.5061,0.1328,0.3253,-0.1808
ID,multilingual-e5-base,15,apa kualitas yang harus dimiliki oleh seorang penceramah,0.5725,0.7454,0.4275,-0.145
ID,gte-multilingual-base,4,mengapa harus membalas budi orangtua,0.8869,0.7557,0.7665,-0.1204
ID,multilingual-e5-base,11,siapa yang layak disebut sebagai brahmana,0.5466,0.2896,0.4307,-0.1159
ID,gte-multilingual-base,13,berbagai jenis pemberian,1.0,0.8152,0.9026,-0.0974
ID,gte-multilingual-base,25,perasaan malu dan takut,0.7182,0.7591,0.6229,-0.0953
ID,gte-multilingual-base,5,perumpamaan perumpamaan,1.0,0.8721,0.9076,-0.0924
ID,multilingual-e5-base,8,manfaat pelaksaan sila,0.5982,0.4444,0.5157,-0.0825
ID,multilingual-e5-base,25,perasaan malu dan takut,0.8412,0.618,0.7591,-0.0821
ID,gte-multilingual-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.4459,0.5059,0.3673,-0.0786
ID,gte-multilingual-base,16,harta yang paling bernilai,0.7945,0.9026,0.7252,-0.0693
ID,gte-multilingual-base,28,berbagai jenis perbuatan baik,0.8638,0.7739,0.8087,-0.0551
ID,multilingual-e5-base,30,apa itu proliferasi mental,0.8611,0.7717,0.8154,-0.0457
ID,multilingual-e5-base,28,berbagai jenis perbuatan baik,0.8638,0.6956,0.8383,-0.0255
ID,gte-multilingual-base,1,cara mengatasi kemarahan,0.5664,0.6667,0.5516,-0.0148
ID,multilingual-e5-base,17,kewajiban seorang umat awam,0.6462,0.7171,0.632,-0.0142
ID,multilingual-e5-base,1,cara mengatasi kemarahan,0.7797,0.4803,0.7719,-0.0078
ID,gte-multilingual-base,14,apa makna kekosongan,0.7428,0.4275,0.7365,-0.0063
ID,gte-multilingual-base,9,jenis jenis kotoran batin,0.3086,0.5585,0.3028,-0.0058
ID,multilingual-e5-base,10,kriteria kesucian,0.2801,0.1018,0.2746,-0.0055
ID,multilingual-e5-base,7,penjelasan tentang perhatian murni,0.3948,0.4464,0.3899,-0.0049
ID,gte-multilingual-base,12,kewajiban seorang bhikkhu,0.9073,0.8895,0.9073,0.0
ID,gte-multilingual-base,6,apa itu kemurahan hati,0.4608,0.6547,0.4608,0.0
ID,multilingual-e5-base,18,penyebab gempa bumi,1.0,1.0,1.0,0.0
ID,multilingual-e5-base,21,jenis jenis manusia,0.6667,0.8304,0.6667,0.0
ID,multilingual-e5-base,19,jenis jenis kemelekatan,0.9563,0.8688,0.9563,0.0
ID,multilingual-e5-base,13,berbagai jenis pemberian,0.9026,0.6774,0.9125,0.0099
ID,multilingual-e5-base,14,apa makna kekosongan,0.9111,0.0,0.9275,0.0164
ID,multilingual-e5-base,20,penggambaran terhadap keagungan buddha,0.6087,0.2536,0.6295,0.0208
ID,gte-multilingual-base,30,apa itu proliferasi mental,0.89,0.8663,0.912,0.022
ID,multilingual-e5-base,24,apa yang terjadi pada saat pencapaian pencerahan,0.4155,0.1246,0.4528,0.0373
ID,multilingual-e5-base,4,mengapa harus membalas budi orangtua,0.9026,0.8688,0.9435,0.0409
ID,multilingual-e5-base,6,apa itu kemurahan hati,0.6038,0.6284,0.6458,0.042
